#,ID,String,Message type,Supports special tags
#Category name,,,,
#,,,,
JOBCHANGE,-2508,The soul rank required to change jobs is insufficient.,SYSTEM_WARNING,
JOBCHANGE,-2509,You cannot change jobs while trading.,SYSTEM_WARNING,
JOBCHANGE,-2510,You cannot change jobs during the stall.,SYSTEM_WARNING,
JOBCHANGE,-2511,The lottery time for bonus points for changing jobs is incorrect,SYSTEM_WARNING,
JOBCHANGE,-2512,Skills that cannot be inherited are set.,SYSTEM_WARNING,
JOBCHANGE,-2514,You cannot change jobs because you cannot change the equipment.,SYSTEM_WARNING,
JOBCHANGE,-2515,The same inheritance skill is set.,SYSTEM_WARNING,
JOBCHANGE,1,I cannot change jobs because I am in the same occupation.,SYSTEM_WARNING,
JOBCHANGE,2,I don't have enough money to change jobs.,SYSTEM_WARNING,
#Gacha related,,,,
RANDOMBOX,2704,I can't receive it now.,SYSTEM_WARNING,
RANDOMBOX,10000,Currently %s cannot be opened.,SYSTEM_WARNING,
RANDOMBOX,-2701,My inventory is full and I can't receive it.,SYSTEM_WARNING,
RANDOMBOX,-2702,I have an item that I haven't received yet.,SYSTEM_WARNING,
RANDOMBOX,-2703,I don't own %s.,SYSTEM_WARNING,
RANDOMBOX,-2704,You cannot receive it outside the city.,SYSTEM_WARNING,
RANDOMBOX,-2705,You cannot receive it in a ghost state.,SYSTEM_WARNING,
RANDOMBOX,-2706,The warehouse is full and I can't receive it.,SYSTEM_WARNING,
RANDOMBOX,-2707,This item cannot be stored in the warehouse.,SYSTEM_WARNING,
RANDOMBOX,-2708,You cannot open %s outside the city.,SYSTEM_WARNING,
RANDOMBOX_ALL,2704,I can't receive it now.,SYSTEM_WARNING,
RANDOMBOX_ALL,10000,Currently %s cannot be opened.,SYSTEM_WARNING,
RANDOMBOX_ALL,-2701,My inventory is full and I can't receive it.,SYSTEM_WARNING,
RANDOMBOX_ALL,-2702,I have an item that I haven't received yet.,SYSTEM_WARNING,
RANDOMBOX_ALL,-2703,I don't own %s.,SYSTEM_WARNING,
RANDOMBOX_ALL,-2704,You cannot receive it outside the city.,SYSTEM_WARNING,
RANDOMBOX_ALL,-2705,You cannot receive it in a ghost state.,SYSTEM_WARNING,
RANDOMBOX_ALL,-2706,The warehouse is full and I can't receive it.,SYSTEM_WARNING,
RANDOMBOX_ALL,-2707,I did not receive any items that could not be stored in the warehouse.,SYSTEM_WARNING,
RANDOMBOX_ALL,-2708,You cannot open %s outside the city.,SYSTEM_WARNING,
#Premium service related,,,,
PREMIUMSERVICE_ATTACH,1,The effect of <premium name> has been applied,SELF_BUFF_START,1
PREMIUMSERVICE_DETACH,1,The effect of <premium name> has ended,SELF_BUFF_END,1
#Comment related,,,,
COMMENT,GENERIC,Comment setting failed: <errcode>,SYSTEM_WARNING,1
COMMENT,1,Comments cannot be entered in more than 4 lines,SYSTEM_WARNING,
COMMENT,2,I haven't entered any characters in the comment,SYSTEM_WARNING,
#Command related,,,,
CMDEXEC,GENERIC,This is a command that does not exist,SYSTEM_WARNING,
#quest,,,,
QUEST,-203,No item selected,SYSTEM_WARNING,
QUEST,-207,There is no space in the inventory,SYSTEM_WARNING,
QUEST,-700,I don't have enough money,SYSTEM_WARNING,
QUEST,-701,I can't have any more money,SYSTEM_WARNING,
QUEST,-101,The quest ID is invalid,SYSTEM_WARNING,
QUEST,-102,Illegal quest storage slot,SYSTEM_WARNING,
QUEST,-103,The quest chapter number is incorrect,SYSTEM_WARNING,
QUEST,-104,Not enough quest storage slots,SYSTEM_WARNING,
QUEST,-105,The quest time limit has been exceeded,SYSTEM_WARNING,
QUEST,-106,The goal of the quest has not been achieved,SYSTEM_WARNING,
QUEST,-107,It is a type that can not abandon the quest,SYSTEM_WARNING,
QUEST,-108,Duplicate quests,SYSTEM_WARNING,
QUEST,-109,Outside the quest order level,SYSTEM_WARNING,
QUEST,-110,Out of quest order alignment,SYSTEM_WARNING,
QUEST,-111,The number of quest orders per day has been exceeded,SYSTEM_WARNING,
QUEST,-112,Insufficient valuables required to order quests,SYSTEM_WARNING,
QUEST,1,%s allows you to receive the mission bonus again!,SYSTEM_NOTIFY,
#Return command,,,,
RETURN_HOME,GENERIC,The return command cannot be executed.,SYSTEM_WARNING,
RETURN_HOME,-29,The return command cannot be executed while recovering the corpse.,SYSTEM_WARNING,
RETURN_HOME,-30,The return command cannot be executed because some people are fishing for corpses.,SYSTEM_WARNING,
#Blacklist related,,,,
BLACKLIST_LOCK,GENERIC,Blacklist lock failed,SYSTEM_WARNING,
BLACKLIST_CLEAR,0,Cleared the blacklist,SYSTEM_WARNING,
BLACKLIST_CLEAR,GENERIC,Failed to clear the blacklist,SYSTEM_WARNING,
#Skill acquisition related,,,,
SKILL_GAIN,0,Acquired %s of occupational characteristics,SYSTEM_NOTIFY,
SKILL_GAIN,1,Forgot %s of occupational characteristics,SYSTEM_NOTIFY,
#Prize neck related,,,,
WANTED,0,The maximum prize amount is %sG. </br> You cannot win more than the limit.,SYSTEM_NOTIFY,
WANTED,1,I paid bail.,SYSTEM_NOTIFY,
WANTED,-3506,No prize money can be placed on the bounty neck in prison.,SYSTEM_WARNING,
WANTED,-3507,No prize money can be awarded to subjects who have not been released on bail for a certain period of time.,SYSTEM_WARNING,
WANTED,5,Characters in prison cannot be deleted.,SYSTEM_NOTIFY,
WANTED,6,I hung a prize of %2%sG on %1%s.,SYSTEM_NOTIFY,
WANTED,7,I got %s bounty points!,SYSTEM_NOTIFY,
WANTED,8,It was released from the bounty neck!,SYSTEM_NOTIFY,
WANTED,9,Registered as a bounty neck.,SYSTEM_NOTIFY,
WANTED,10,It seems that I bought a grudge from many people!,SYSTEM_NOTIFY,
WANTED,11,Evil deeds roared in the world!,SYSTEM_NOTIFY,
WANTED,12,%s has been removed from the bounty list.,SYSTEM_NOTIFY,
WANTED,13,"Since some characters are in prison"","" new ones cannot be created.",SYSTEM_NOTIFY,
WANTED,14,Currently registered as a bounty neck.,SYSTEM_NOTIFY,
WANTED,-20,It is a soul that does not exist.,SYSTEM_WARNING,
WANTED,-702,You cannot win prizes in the soul state.,SYSTEM_WARNING,
WANTED,-3500,The status of the bounty neck is incorrect.,SYSTEM_WARNING,
WANTED,-3501,Not on the blacklist.,SYSTEM_WARNING,
WANTED,-3502,Only characters in prison can enter.,SYSTEM_WARNING,
WANTED,-3503,"Seoul"","" who is not a criminal"","" cannot be the bounty.",SYSTEM_WARNING,
WANTED,-3508,You cannot register for the bounty because it has already been subdued.,SYSTEM_WARNING,
WANTED,GENERIC,Prize neck error.,SYSTEM_WARNING,
#Soul password related,,,,
SOULPASSWORD,GENERIC,Unknown error occurred,SYSTEM_NOTIFY,
SOULPASSWORD,-36,The password is invalid.,SYSTEM_NOTIFY,
SOULPASSWORD,-37,The password has already been set.,SYSTEM_NOTIFY,
SOULPASSWORD,-38,"Failed to authenticate the soul password. </br> End the game. </br> </br> <color ITEM> If you have forgotten your soul password"","" please contact us from ""Support""-> ""Inquiries"" on the official website.",SYSTEM_NOTIFY,1
SOULPASSWORD_CL,0,Please enter the soul password you set earlier for confirmation.,SYSTEM_NOTIFY,1
SOULPASSWORD_CL,1,Please set the soul password as a 4-10 digit number.,SYSTEM_NOTIFY,1
SOULPASSWORD_CL,2,The soul password is <br> incorrect.,SYSTEM_NOTIFY,1
SOULPASSWORD_CL,3,"Set the soul password. </br> </br> <color IMPORTANT> Caution </strong> -You cannot change your soul password. Please be careful not to forget it. </br> ・ Avoid numbers that are easy to guess"","" such as date of birth. </br> -Please set a different soul password for each soul to improve security. </br> </br> </color> Are you sure?",SYSTEM_NOTIFY,1
SOULPASSWORD_CL,4,I have set a soul password.,SYSTEM_NOTIFY,1
SOULPASSWORD_CL,5,"I cannot confirm the soul password"","" so I will return to the login screen.",SYSTEM_NOTIFY,1
SOULPASSWORD_CL,6,Set a soul password to enhance security. </br> </br> <color IMPORTANT> ・ Soul password must be set for each soul created in each world. </br> -You cannot play the game without setting a soul password. </br> -The set soul password cannot be changed. Please be careful not to forget it. </color>,SYSTEM_NOTIFY,1
#Error transmission related,,,,
ERROR_REPORT,1,%d error log transmission completed,SYSTEM_IMPORTANCE,
ERROR_REPORT,GENERIC,Unknown error Report sending error:%d,SYSTEM_IMPORTANCE,
ERROR_REPORT,-4100,The transmission of the registered error log has been confirmed. This error log has already been registered and will be skipped.,SYSTEM_WARNING,
#auction,,,,
AUCTION,1,This item cannot be listed.,SYSTEM_WARNING,
AUCTION,2,Items that are equipped cannot be listed.,SYSTEM_WARNING,
AUCTION,3,The exhibition space is not available.,SYSTEM_WARNING,
AUCTION,4,The lowest price is higher than the prompt decision price.,SYSTEM_WARNING,
AUCTION,5,Please enter an amount higher than the amount you have already bid.,SYSTEM_WARNING,
AUCTION,6,The bid space is not available.,SYSTEM_WARNING,
AUCTION,7,The bid amount cannot be changed because the effect of the Diment Medal has expired.,SYSTEM_WARNING,
AUCTION,8,The item cannot be listed because the effect of the Diment Medal has expired.,SYSTEM_WARNING,
AUCTION,9,The numerical value of the search condition is invalid. \nPlease set from the minimum value to the maximum value.,SYSTEM_WARNING,
AUCTION,-3700,I have already exhibited.,SYSTEM_WARNING,
AUCTION,-3701,It is in an illegal state.,SYSTEM_WARNING,
AUCTION,-3702,I have already bid.,SYSTEM_WARNING,
AUCTION,-3703,The remaining time is less than 1 hour and cannot be canceled.,SYSTEM_WARNING,
AUCTION,-3704,It cannot be canceled because there are bidders.,SYSTEM_WARNING,
AUCTION,-3705,The listing period has expired.,SYSTEM_WARNING,
AUCTION,-3706,The listing has been cancelled.,SYSTEM_WARNING,
AUCTION,-3707,It has already been sold.,SYSTEM_WARNING,
AUCTION,-3709,I can't register any more tabs! \nPlease delete the registration tab.,SYSTEM_WARNING,
AUCTION,-203,There are no slots available.,SYSTEM_WARNING,
AUCTION,-204,The item quantity is incorrect.,SYSTEM_WARNING,
AUCTION,-212,This item cannot be listed.,SYSTEM_WARNING,
AUCTION,GENERIC,Auction error.,SYSTEM_WARNING,
#macro,,,,
MACRO_EDIT,1,Registered %2%s macro at %1%d,SYSTEM_NOTIFY,
MACRO_EDIT,2,Deleted %2%s macro of %1%d,SYSTEM_NOTIFY,
MACRO_EDIT,3,Macro execution failed,SYSTEM_WARNING,
MACRO_EDIT,4,Stops macro execution,SYSTEM_NOTIFY,
MACRO_EDIT,5,Cannot be used due to cool time,SYSTEM_NOTIFY,
MACRO_EDIT,6,You cannot shout from the macro,SYSTEM_WARNING,
MACRO_EDIT,7,Stopped macro execution,SYSTEM_NOTIFY,
MACRO_EDIT,8,There is no space on this page,SYSTEM_NOTIFY,
#Custom slot,,,,
CUSTOMSLOT_SET,GENERIC,Failed to set the custom slot. [%d],SYSTEM_NOTIFY,
CUSTOMSLOT_SET,-3802,The maximum number of custom slots set has been exceeded.,SYSTEM_NOTIFY,
CUSTOMSLOT_SET,0,I have set up a custom slot,SYSTEM_NOTIFY,
#profile,,,,
PROFILE,GENERIC,I can't view my profile (equipment),SYSTEM_WARNING,
PROFILE,1,I feel the line of sight from the criminal (%1%s %2%s),SYSTEM_NOTIFY,
PROFILE,2,You cannot see the profile (equipment) of a dead adventurer,SYSTEM_WARNING,
PROFILE,3,I can't find the target,SYSTEM_WARNING,
PROFILE,-3901,Profile (equipment) is not published,SYSTEM_WARNING,
PROFILE,-3902,You cannot see the profile (equipment) of the adventurer who is logged out,SYSTEM_WARNING,
#Equipment test,,,,
EQUIP_TEST,GENERIC,Equipment test error,SYSTEM_WARNING,
EQUIP_TEST,1,No corresponding item was found,SYSTEM_WARNING,
#Character arrangement,,,,
CHARA_ARRANGE,GENERIC,Failed to set character arrangement [%d],SYSTEM_WARNING,
CHARA_ARRANGE,-4405,I'm selecting parts that can't be selected,SYSTEM_WARNING,
CHARA_ARRANGE,-4406,It is a ticket that has already been released,SYSTEM_WARNING,
CHARA_ARRANGE,-4408,Can only be used outside the city,SYSTEM_WARNING,
CHARA_ARRANGE,1,"\n %2%s that can be obtained using ""%1%s"" has already been obtained",SYSTEM_WARNING,
CHARA_ARRANGE,2,The purchase is complete.,SYSTEM_NOTIFY,
CHARA_ARRANGE,3,%s has been released.,SYSTEM_NOTIFY,
#Soul Eater related logs,,,,
SOUL_EATER,1,Walker has disappeared!,SYSTEM_WARNING,
#Challenge map related logs,,,,
CHALLENGE_MAP,GENERIC,Unknown error occurred,SYSTEM_WARNING,
CHALLENGE_MAP,1,The party leader has entered.,SYSTEM_NOTIFY,
CHALLENGE_MAP,2,The party leader has left.,SYSTEM_NOTIFY,
CHALLENGE_MAP,-94,This is an area with restricted admission.,SYSTEM_WARNING,
CHALLENGE_MAP,-4700,It is an illegal area.,SYSTEM_WARNING,
CHALLENGE_MAP,-4701,It's an illegal stage.,SYSTEM_WARNING,
CHALLENGE_MAP,-4702,You cannot enter because you do not have a MAC ticket.,SYSTEM_WARNING,
CHALLENGE_MAP,-4703,You cannot enter \n because other party members do not have a MAC ticket.,SYSTEM_WARNING,
CHALLENGE_MAP,-4704,You cannot enter because the number of remaining plays is 0.,SYSTEM_WARNING,
CHALLENGE_MAP,-4705,You cannot enter because there is a player who has 0 remaining plays as a party member.,SYSTEM_WARNING,
CHALLENGE_MAP,-4706,This is an area that has not been released.,SYSTEM_WARNING,
CHALLENGE_MAP,-4707,This is an area with restricted admission.,SYSTEM_WARNING,
CHALLENGE_MAP,-4708,Only the party leader can select the area.,SYSTEM_WARNING,
CHALLENGE_MAP,-4709,The party has been disabled.,SYSTEM_WARNING,
#Soul partner related logs,,,,
PARTNER,GENERIC,Unknown error occurred: <errcode>,SYSTEM_WARNING,1
PARTNER,0,SG of %s has recovered by %d.,PARTNER_HEALSG,
PARTNER,1,The SG of %s has fully recovered.,PARTNER_HEALSG,
PARTNER,10,The SG of %s is about to disappear.,PARTNER_CAUTIONSG,
PARTNER,20,%s got %d experience,PARTNER_EXPGET,
PARTNER,21,%s will not give you any more experience points.,PARTNER_EXPGET,
PARTNER,30,%s has increased its level to %d!,PARTNER_LEVELUP,
PARTNER,40,The intimacy with%s is the best!,PARTNER_FRIENDLY_POINT,
PARTNER,50,The intimacy with%s has increased a little!,PARTNER_FRIENDLY_POINT,
PARTNER,51,Increased intimacy with%s!,PARTNER_FRIENDLY_POINT,
PARTNER,52,The intimacy with%s has improved a lot!,PARTNER_FRIENDLY_POINT,
PARTNER,60,The intimacy with%s has dropped a little.,PARTNER_FRIENDLY_POINT,
PARTNER,61,The intimacy with%s has decreased.,PARTNER_FRIENDLY_POINT,
PARTNER,62,The intimacy with%s has dropped significantly.,PARTNER_FRIENDLY_POINT,
PARTNER,70,Summoned %s.,PARTNER_COMMAND,
PARTNER,71,%s has returned.,PARTNER_COMMAND,
PARTNER,72,%1%s:%2%s,PARTNER_COMMAND,
PARTNER,80,%1%s dealt %3%d HP damage to %2%s,PARTNER_ATTACK_HPDAMAGE,
PARTNER,81,Hard hit! %1%s dealt %3%d HP damage to %2%s,PARTNER_ATTACK_HPDAMAGE,
PARTNER,82,critical hit! %1%s dealt %3%d HP damage to %2%s,PARTNER_ATTACK_HPDAMAGE,
PARTNER,83,guard! %1%s dealt %3%d HP damage to %2%s,PARTNER_ATTACK_HPDAMAGE,
PARTNER,84,Guard break! %1%s dealt %3%d HP damage to %2%s,PARTNER_ATTACK_HPDAMAGE,
PARTNER,90,%1%s dealt %3%d MP damage to %2%s,PARTNER_ATTACK_MPDAMAGE,
PARTNER,91,MP damage did not work on %s,PARTNER_ATTACK_MPDAMAGE,
PARTNER,100,%1%s dealt %3%d GP damage to %2%s,PARTNER_ATTACK_AC DAMAGE,
PARTNER,101,Hard hit! %1%s dealt %3%d GP damage to %2%s,PARTNER_ATTACK_AC DAMAGE,
PARTNER,102,critical hit! %1%s dealt %3%d GP damage to %2%s,PARTNER_ATTACK_AC DAMAGE,
PARTNER,103,guard! %1%s dealt %3%d GP damage to %2%s,PARTNER_ATTACK_AC DAMAGE,
PARTNER,104,Guard break! %1%s dealt %3%d GP damage to %2%s,PARTNER_ATTACK_AC DAMAGE,
PARTNER,110,%1%s dealt %3%d OD damage to %2%s,SYSTEM_NOTIFY,
PARTNER,111,OD damage did not work on %s,SYSTEM_NOTIFY,
PARTNER,120,Departed for %s,SYSTEM_NOTIFY,
PARTNER,121,%s returned from search,SYSTEM_NOTIFY,
PARTNER,122,The search has been canceled,SYSTEM_NOTIFY,
PARTNER,200,The partner you are searching for cannot be replaced.,SYSTEM_WARNING,
PARTNER,201,%s is the map being searched.,SYSTEM_WARNING,
PARTNER,202,Exploration parties cannot be converted into cards.,SYSTEM_WARNING,
PARTNER,1000,You have selected an invalid item.,SYSTEM_WARNING,
PARTNER,2000,Cannot be set as a base card.,SYSTEM_WARNING,
PARTNER,2001,Cannot be set as a merge material.,SYSTEM_WARNING,
PARTNER,2002,This partner has reached the maximum Lv and cannot be soul merged.,SYSTEM_WARNING,
PARTNER,-201,The storage location of the item is invalid.,SYSTEM_WARNING,
PARTNER,-4900,No soul partner has been set.,SYSTEM_WARNING,
PARTNER,-4901,It is not an item that can be used for training.,SYSTEM_WARNING,
PARTNER,-4902,There are not enough training commands left.,SYSTEM_WARNING,
PARTNER,-4903,There are not enough training commands left.,SYSTEM_WARNING,
PARTNER,-4904,You have not summoned a soul partner.,SYSTEM_WARNING,
PARTNER,-4905,I have already summoned a soul partner.,SYSTEM_WARNING,
PARTNER,-4906,Cannot be summoned due to lack of SG.,SYSTEM_WARNING,
PARTNER,-4907,It cannot be summoned because the total CP is over.,SYSTEM_WARNING,
PARTNER,-4908,The base card is not set.,SYSTEM_WARNING,
PARTNER,-4909,The merge material has not been set.,SYSTEM_WARNING,
PARTNER,-4910,Regular cannot be set as a merge material.,SYSTEM_WARNING,
PARTNER,-4911,Cannot be set as base card or merge material.,SYSTEM_WARNING,
PARTNER,-4912,Another soul partner has already been set up.,SYSTEM_WARNING,
PARTNER,-4913,The partner to be converted into a card has not been set.,SYSTEM_WARNING,
PARTNER,-4914,There is no space in the regular.,SYSTEM_WARNING,
PARTNER,-4915,I can't deposit any more soul partners.,SYSTEM_WARNING,
PARTNER,-4916,The soul partner name is invalid.,SYSTEM_WARNING,
PARTNER,-4917,Illegal status allocation.,SYSTEM_WARNING,
PARTNER,-4918,I don't have enough points.,SYSTEM_WARNING,
PARTNER,-4919,This is an unacquired skill.,SYSTEM_WARNING,
PARTNER,-4920,The soul partner level is not enough.,SYSTEM_WARNING,
PARTNER,-4921,This is an unopened slot.,SYSTEM_WARNING,
PARTNER,-4922,Cannot be summoned because it is during the summoning cool time.,SYSTEM_NOTIFY,
PARTNER,-4923,You cannot summon another partner while waiting to summon a partner.,SYSTEM_NOTIFY,
PARTNER,-4924,Summoning is prohibited.,SYSTEM_NOTIFY,
PARTNER,-4925,Another soul partner has already been set up.,SYSTEM_WARNING,
PARTNER,-4926,Regular cards cannot be made into cards.,SYSTEM_WARNING,
PARTNER,-4927,No more merge material can be selected.,SYSTEM_WARNING,
PARTNER,-4928,No more partners can be selected for carding.,SYSTEM_WARNING,
PARTNER,-4929,This operation cannot be performed while summoned.,SYSTEM_WARNING,
PARTNER,-4931,Cannot be set as a merge material.,SYSTEM_WARNING,
PARTNER,-4932,Exploration partners cannot be converted into cards.,SYSTEM_WARNING,
PARTNER,-4933,It is an illegal search situation.,SYSTEM_WARNING,
PARTNER,-4934,The total CP is exceeded and cannot be searched.,SYSTEM_WARNING,
PARTNER,-4935,It cannot be searched because there is a partner who lacks SG.,SYSTEM_WARNING,
PARTNER,-4936,The limit on the number of soul partner formations has not been cleared.,SYSTEM_WARNING,
PARTNER,-4937,The search destination is unreleased.,SYSTEM_WARNING,
PARTNER,-4938,I can't search because I don't have enough GOLD.,SYSTEM_WARNING,
PARTNER,-4939,A map being explored by another exploration party.,SYSTEM_WARNING,
PARTNER,-4940,My inventory is full and I can't receive it.,SYSTEM_WARNING,
PARTNER,-4941,There are items that you have not received.,SYSTEM_WARNING,
#Soul partner related logs,,,,
SHOP_PARTNER,1,Please select a partner card.,SYSTEM_WARNING,
#Item theft related logs,,,,
ITEMSTEAL,0,%s was stolen.,SYSTEM_NOTIFY,
#Class advancement related logs,,,,
CLASS_ADVANCEMENT,GENERIC,Unknown error occurred,SYSTEM_WARNING,
CLASS_ADVANCEMENT,0,I got %d of AdPoint.,SYSTEM_NOTIFY,
CLASS_ADVANCEMENT,1,The class advancement forgetting count has been reset.,SYSTEM_NOTIFY,
CLASS_ADVANCEMENT,2,The weekly AdPoint limit for Class Advancement has been reset.,SYSTEM_NOTIFY,
CLASS_ADVANCEMENT,3,All characteristics have been reset.,SYSTEM_NOTIFY,
CLASS_ADVANCEMENT,4,I got an additional%d of AdPoint.,SYSTEM_NOTIFY,
CLASS_ADVANCEMENT,-5100,Does not meet the learning requirements.,SYSTEM_WARNING,
CLASS_ADVANCEMENT,-5101,The maximum number of points that can be used has been reached.,SYSTEM_WARNING,
CLASS_ADVANCEMENT,-5102,You have not reached the required soul rank.,SYSTEM_WARNING,
CLASS_ADVANCEMENT,-5103,Does not meet the learning requirements.,SYSTEM_WARNING,
CLASS_ADVANCEMENT,-5104,The deletion conditions are not met.,SYSTEM_WARNING,
CLASS_ADVANCEMENT,-5105,No more Exp is available this week.,SYSTEM_WARNING,
#Rogue map related logs,,,,
ROGUEMAP,GENERIC,Unknown error occurred,SYSTEM_WARNING,
ROGUEMAP,1,The party leader has entered.,SYSTEM_NOTIFY,
ROGUEMAP,10,It cannot be moved to the normal inventory.,SYSTEM_NOTIFY,
ROGUEMAP,11,You cannot move to the temporary inventory.,SYSTEM_NOTIFY,
ROGUEMAP,100,"The party leader is not on the same channel. \n If you have already entered"","" please use the merge.",SYSTEM_WARNING,
ROGUEMAP,-19,The channel is full.,SYSTEM_WARNING,
ROGUEMAP,-826,You cannot enter because the number of parties has exceeded the limit.,SYSTEM_WARNING,
ROGUEMAP,-5300,"Currently"","" I am trying with other characters. \n To try a new challenge"","" complete the capture with the character or \n retire.",SYSTEM_WARNING,
ROGUEMAP,-5302,New admission is not currently possible in this area because the admission time has passed.,SYSTEM_WARNING,
ROGUEMAP,-5305,We are in a hierarchy where party leaders cannot join.,SYSTEM_WARNING,
#Soul fragment related logs,,,,
SOUL FRAGMENT,GENERIC,Unknown error occurred,SYSTEM_WARNING,
SOUL FRAGMENT,1,I memorized the skill in the soul fragment.,SYSTEM_NOTIFY,
SOUL FRAGMENT,2,Removed soul fragment.,SYSTEM_NOTIFY,
SOUL FRAGMENT,10,It is a skill that cannot be remembered in the soul fragment.,SYSTEM_WARNING,
SOUL FRAGMENT,11,I can't remember the soul fragment skill.,SYSTEM_WARNING,
SOUL FRAGMENT,12,There is no soul fragment.,SYSTEM_WARNING,
SOUL FRAGMENT,-5400,Invalid fragment slot.,SYSTEM_WARNING,
SOUL FRAGMENT,-5401,The skill is already remembered.,SYSTEM_WARNING,
SOUL FRAGMENT,-5402,Unacquired skills cannot be set as fragments.,SYSTEM_WARNING,
SOUL FRAGMENT,-5403,No skill has been set.,SYSTEM_WARNING,
